Country/area,Type,Age Category,Capacity (MW),Capacity %
Slovenia,Hydropower,30-39 years,0.0,0.0
Slovenia,Hydropower,40-49 years,0.126,17.00404858299595
Slovenia,Hydropower,50+ years,0.435,58.70445344129555
Slovenia,Nuclear,0-9 years,0.0,0.0
Slovenia,Nuclear,10-19 years,0.0,0.0
Slovenia,Nuclear,20-29 years,0.0,0.0
Slovenia,Nuclear,30-39 years,0.0,0.0
Slovenia,Nuclear,40-49 years,0.727,100.0
Slovenia,Nuclear,50+ years,0.0,0.0
Somalia,Utility-scale solar,0-9 years,0.023960000000000002,100.0
Somalia,Utility-scale solar,10-19 years,0.0,0.0
Somalia,Utility-scale solar,20-29 years,0.0,0.0
Somalia,Utility-scale solar,30-39 years,0.0,0.0
Somalia,Utility-scale solar,40-49 years,0.0,0.0
Somalia,Utility-scale solar,50+ years,0.0,0.0
South Africa,Coal,0-9 years,7.974,18.030892658075576
South Africa,Coal,10-19 years,0.7948,1.797210118464819
South Africa,Coal,20-29 years,4.143,9.368195169602094
South Africa,Coal,30-39 years,13.632,30.824821760081043
South Africa,Coal,40-49 years,11.7083,26.47493108960951
South Africa,Coal,50+ years,5.972,13.50394920416696
South Africa,Oil and gas,0-9 years,0.67,18.082206568968772
South Africa,Oil and gas,10-19 years,2.6933000000000002,72.68777157045314
South Africa,Oil and gas,20-29 years,0.0,0.0
South Africa,Oil and gas,30-39 years,0.0,0.0
South Africa,Oil and gas,40-49 years,0.342,9.23002186057809
South Africa,Oil and gas,50+ years,0.0,0.0
South Africa,Utility-scale solar,0-9 years,2.7975578048780485,70.87653712196517
South Africa,Utility-scale solar,10-19 years,1.1495280975609756,29.12346287803484
South Africa,Utility-scale solar,20-29 years,0.0,0.0
South Africa,Utility-scale solar,30-39 years,0.0,0.0
South Africa,Utility-scale solar,40-49 years,0.0,0.0
South Africa,Utility-scale solar,50+ years,0.0,0.0
South Africa,Wind,0-9 years,2.651,70.7688200747464
South Africa,Wind,10-19 years,1.095,29.231179925253603
South Africa,Wind,20-29 years,0.0,0.0
South Africa,Wind,30-39 years,0.0,0.0
South Africa,Wind,40-49 years,0.0,0.0
South Africa,Wind,50+ years,0.0,0.0
South Africa,Hydropower,0-9 years,1.332,37.69100169779287
South Africa,Hydropower,10-19 years,0.0,0.0
South Africa,Hydropower,20-29 years,0.0,0.0
South Africa,Hydropower,30-39 years,0.4,11.318619128466327
South Africa,Hydropower,40-49 years,1.442,40.80362195812111
South Africa,Hydropower,50+ years,0.36,10.186757215619695
South Africa,Nuclear,0-9 years,0.0,0.0
South Africa,Nuclear,10-19 years,0.0,0.0
South Africa,Nuclear,20-29 years,0.0,0.0
South Africa,Nuclear,30-39 years,0.0,0.0
South Africa,Nuclear,40-49 years,1.94,100.0
South Africa,Nuclear,50+ years,0.0,0.0
South Korea,Coal,0-9 years,18.341,43.41578885075157
South Korea,Coal,10-19 years,8.947,21.17883773227601
South Korea,Coal,20-29 years,11.0,26.038584447863656
South Korea,Coal,30-39 years,3.767,8.917031601372944
South Korea,Coal,40-49 years,0.06,0.14202864244289265
South Korea,Coal,50+ years,0.13,0.3077287252929341
South Korea,Oil and gas,0-9 years,14.9122,29.67554745397088
South Korea,Oil and gas,10-19 years,20.278299999999998,40.35418341598541
South Korea,Oil and gas,20-29 years,9.9063,19.713716000541282
South Korea,Oil and gas,30-39 years,3.754,7.470527832392718
South Korea,Oil and gas,40-49 years,1.4,2.7860252971096977
South Korea,Oil and gas,50+ years,0.0,0.0
South Korea,Utility-scale solar,0-9 years,6.313507902439024,97.21047025231742
South Korea,Utility-scale solar,10-19 years,0.181171,2.7895297476825633
South Korea,Utility-scale solar,20-29 years,0.0,0.0
South Korea,Utility-scale solar,30-39 years,0.0,0.0
South Korea,Utility-scale solar,40-49 years,0.0,0.0
South Korea,Utility-scale solar,50+ years,0.0,0.0
South Korea,Wind,0-9 years,0.8182,56.303330580787225
South Korea,Wind,10-19 years,0.567,39.017341040462426
South Korea,Wind,20-29 years,0.068,4.679328378750344
South Korea,Wind,30-39 years,0.0,0.0
South Korea,Wind,40-49 years,0.0,0.0
South Korea,Wind,50+ years,0.0,0.0
South Korea,Hydropower,0-9 years,0.0,0.0
South Korea,Hydropower,10-19 years,2.4,39.21568627450981
South Korea,Hydropower,20-29 years,0.7,11.437908496732026
South Korea,Hydropower,30-39 years,0.75,12.254901960784313
South Korea,Hydropower,40-49 years,1.592,26.01307189542484
South Korea,Hydropower,50+ years,0.678,11.07843137254902
South Korea,Nuclear,0-9 years,5.834,21.550736950980752
South Korea,Nuclear,10-19 years,4.191,15.48151158065827
South Korea,Nuclear,20-29 years,9.158,33.8295593070075
South Korea,Nuclear,30-39 years,6.161,22.7586716412397
South Korea,Nuclear,40-49 years,1.727,6.3795205201137755
South Korea,Nuclear,50+ years,0.0,0.0
South Korea,Bioenergy,0-9 years,0.765,72.92659675881792
South Korea,Bioenergy,10-19 years,0.284,27.073403241182074
South Korea,Bioenergy,20-29 years,0.0,0.0
South Korea,Bioenergy,30-39 years,0.0,0.0
South Korea,Bioenergy,40-49 years,0.0,0.0
South Korea,Bioenergy,50+ years,0.0,0.0
South Sudan,Oil and gas,0-9 years,0.0,0.0
South Sudan,Oil and gas,10-19 years,0.085,100.0
South Sudan,Oil and gas,20-29 years,0.0,0.0
South Sudan,Oil and gas,30-39 years,0.0,0.0
South Sudan,Oil and gas,40-49 years,0.0,0.0
South Sudan,Oil and gas,50+ years,0.0,0.0
South Sudan,Utility-scale solar,0-9 years,0.04524,100.0
South Sudan,Utility-scale solar,10-19 years,0.0,0.0
South Sudan,Utility-scale solar,20-29 years,0.0,0.0
South Sudan,Utility-scale solar,30-39 years,0.0,0.0
South Sudan,Utility-scale solar,40-49 years,0.0,0.0
South Sudan,Utility-scale solar,50+ years,0.0,0.0
Spain,Coal,0-9 years,0.0,0.0
Spain,Coal,10-19 years,0.0,0.0
Spain,Coal,20-29 years,0.26,12.291981845688351
Spain,Coal,30-39 years,0.0,0.0
Spain,Coal,40-49 years,1.4952,70.68835098335856
Spain,Coal,50+ years,0.36,17.019667170953102
Spain,Oil and gas,0-9 years,0.023,0.07534807534807535
Spain,Oil and gas,10-19 years,14.8523,48.656183456183456
Spain,Oil and gas,20-29 years,13.876700000000001,45.46011466011466
Spain,Oil and gas,30-39 years,1.573,5.153153153153153
Spain,Oil and gas,40-49 years,0.131,0.42915642915642915
Spain,Oil and gas,50+ years,0.069,0.22604422604422603
Spain,Utility-scale solar,0-9 years,15.285046186102235,79.23194517256351
Spain,Utility-scale solar,10-19 years,4.00147335543131,20.74213670320974
Spain,Utility-scale solar,20-29 years,0.0,0.0
Spain,Utility-scale solar,30-39 years,0.0,0.0
Spain,Utility-scale solar,40-49 years,0.005,0.02591812422673747
Spain,Utility-scale solar,50+ years,0.0,0.0
Spain,Wind,0-9 years,6.1685,23.617901898697827
Spain,Wind,10-19 years,10.851,41.54621925958825
Spain,Wind,20-29 years,9.0384,34.60615133682264
Spain,Wind,30-39 years,0.06,0.22972750489128144
Spain,Wind,40-49 years,0.0,0.0
Spain,Wind,50+ years,0.0,0.0
Spain,Hydropower,0-9 years,0.0,0.0
Spain,Hydropower,10-19 years,1.07,7.758120649651973
Spain,Hydropower,20-29 years,0.224,1.6241299303944314
Spain,Hydropower,30-39 years,1.523,11.042633410672854
Spain,Hydropower,40-49 years,2.224,16.125290023201856
Spain,Hydropower,50+ years,8.751,63.44982598607889
Spain,Nuclear,0-9 years,0.0,0.0
Spain,Nuclear,10-19 years,0.0,0.0
Spain,Nuclear,20-29 years,0.0,0.0
Spain,Nuclear,30-39 years,3.18,42.926565874730024
Spain,Nuclear,40-49 years,4.228,57.07343412526998
Spain,Nuclear,50+ years,0.0,0.0
Spain,Bioenergy,0-9 years,0.241,47.62845849802372
Spain,Bioenergy,10-19 years,0.128,25.296442687747035
Spain,Bioenergy,20-29 years,0.137,27.07509881422925
Spain,Bioenergy,30-39 years,0.0,0.0
Spain,Bioenergy,40-49 years,0.0,0.0
Spain,Bioenergy,50+ years,0.0,0.0
Sri Lanka,Coal,0-9 years,0.0,0.0
Sri Lanka,Coal,10-19 years,0.9,100.0
Sri Lanka,Coal,20-29 years,0.0,0.0
Sri Lanka,Coal,30-39 years,0.0,0.0
Sri Lanka,Coal,40-49 years,0.0,0.0
Sri Lanka,Coal,50+ years,0.0,0.0
Sri Lanka,Oil and gas,0-9 years,0.683,58.10787816913391
Sri Lanka,Oil and gas,10-19 years,0.0624,5.308831036242981
Sri Lanka,Oil and gas,20-29 years,0.35,29.777097158414158
Sri Lanka,Oil and gas,30-39 years,0.0,0.0
Sri Lanka,Oil and gas,40-49 years,0.08,6.80619363620895
Sri Lanka,Oil and gas,50+ years,0.0,0.0
Sri Lanka,Utility-scale solar,0-9 years,0.037062,100.0
Sri Lanka,Utility-scale solar,10-19 years,0.0,0.0
Sri Lanka,Utility-scale solar,20-29 years,0.0,0.0
Sri Lanka,Utility-scale solar,30-39 years,0.0,0.0
Sri Lanka,Utility-scale solar,40-49 years,0.0,0.0
Sri Lanka,Utility-scale solar,50+ years,0.0,0.0
Sri Lanka,Wind,0-9 years,0.115,51.11111111111111
Sri Lanka,Wind,10-19 years,0.11,48.888888888888886
Sri Lanka,Wind,20-29 years,0.0,0.0
Sri Lanka,Wind,30-39 years,0.0,0.0
Sri Lanka,Wind,40-49 years,0.0,0.0
Sri Lanka,Wind,50+ years,0.0,0.0
Sri Lanka,Hydropower,0-9 years,0.12,8.695652173913043
Sri Lanka,Hydropower,10-19 years,0.15,10.869565217391305
Sri Lanka,Hydropower,20-29 years,0.07,5.072463768115942
Sri Lanka,Hydropower,30-39 years,0.294,21.304347826086957
Sri Lanka,Hydropower,40-49 years,0.471,34.130434782608695
Sri Lanka,Hydropower,50+ years,0.275,19.92753623188406
Sudan,Oil and gas,0-9 years,1.024,73.62139621827593
Sudan,Oil and gas,10-19 years,0.3669,26.37860378172406
Sudan,Oil and gas,20-29 years,0.0,0.0
Sudan,Oil and gas,30-39 years,0.0,0.0
Sudan,Oil and gas,40-49 years,0.0,0.0
Sudan,Oil and gas,50+ years,0.0,0.0
Sudan,Utility-scale solar,0-9 years,0.011,100.0
Sudan,Utility-scale solar,10-19 years,0.0,0.0
Sudan,Utility-scale solar,20-29 years,0.0,0.0
Sudan,Utility-scale solar,30-39 years,0.0,0.0
Sudan,Utility-scale solar,40-49 years,0.0,0.0
Sudan,Utility-scale solar,50+ years,0.0,0.0
Sudan,Hydropower,0-9 years,0.32,17.2972972972973
Sudan,Hydropower,10-19 years,1.25,67.56756756756756
Sudan,Hydropower,20-29 years,0.0,0.0
Sudan,Hydropower,30-39 years,0.0,0.0
Sudan,Hydropower,40-49 years,0.0,0.0
Sudan,Hydropower,50+ years,0.28,15.135135135135137
Sudan,Bioenergy,0-9 years,0.0,0.0
Sudan,Bioenergy,10-19 years,0.062,100.0
Sudan,Bioenergy,20-29 years,0.0,0.0
Sudan,Bioenergy,30-39 years,0.0,0.0
Sudan,Bioenergy,40-49 years,0.0,0.0
Sudan,Bioenergy,50+ years,0.0,0.0
Suriname,Oil and gas,0-9 years,0.0,0.0
Suriname,Oil and gas,10-19 years,0.063,100.0
Suriname,Oil and gas,20-29 years,0.0,0.0
Suriname,Oil and gas,30-39 years,0.0,0.0
Suriname,Oil and gas,40-49 years,0.0,0.0
Suriname,Oil and gas,50+ years,0.0,0.0
Suriname,Utility-scale solar,0-9 years,0.0020009999999999997,28.581631195543494
Suriname,Utility-scale solar,10-19 years,0.005,71.4183688044565
Suriname,Utility-scale solar,20-29 years,0.0,0.0
Suriname,Utility-scale solar,30-39 years,0.0,0.0
Suriname,Utility-scale solar,40-49 years,0.0,0.0
Suriname,Utility-scale solar,50+ years,0.0,0.0
Suriname,Hydropower,0-9 years,0.0,0.0
Suriname,Hydropower,10-19 years,0.0,0.0
Suriname,Hydropower,20-29 years,0.0,0.0
Suriname,Hydropower,30-39 years,0.0,0.0
Suriname,Hydropower,40-49 years,0.0,0.0
Suriname,Hydropower,50+ years,0.18,100.0
Sweden,Oil and gas,0-9 years,0.0,0.0
Sweden,Oil and gas,10-19 years,0.25,14.108352144469528
Sweden,Oil and gas,20-29 years,0.0,0.0
Sweden,Oil and gas,30-39 years,0.2,11.286681715575622
Sweden,Oil and gas,40-49 years,0.126,7.1106094808126405
Sweden,Oil and gas,50+ years,1.196,67.49435665914221
Sweden,Utility-scale solar,0-9 years,0.11642,100.0
Sweden,Utility-scale solar,10-19 years,0.0,0.0
Sweden,Utility-scale solar,20-29 years,0.0,0.0
Sweden,Utility-scale solar,30-39 years,0.0,0.0
Sweden,Utility-scale solar,40-49 years,0.0,0.0
Sweden,Utility-scale solar,50+ years,0.0,0.0
Sweden,Wind,0-9 years,9.504700000000001,69.74749216645998
Sweden,Wind,10-19 years,4.0866,29.988332244832062
Sweden,Wind,20-29 years,0.036,0.2641755887079612
Sweden,Wind,30-39 years,0.0,0.0
Sweden,Wind,40-49 years,0.0,0.0
Sweden,Wind,50+ years,0.0,0.0
Sweden,Hydropower,0-9 years,0.0,0.0
Sweden,Hydropower,10-19 years,0.06,0.4764930114358323
Sweden,Hydropower,20-29 years,0.0,0.0
Sweden,Hydropower,30-39 years,0.055,0.43678526048284627
Sweden,Hydropower,40-49 years,0.546,4.336086404066074
Sweden,Hydropower,50+ years,11.931,94.75063532401525
Sweden,Nuclear,0-9 years,0.0,0.0
Sweden,Nuclear,10-19 years,0.0,0.0
Sweden,Nuclear,20-29 years,0.0,0.0
Sweden,Nuclear,30-39 years,0.0,0.0
Sweden,Nuclear,40-49 years,7.184,100.0
Sweden,Nuclear,50+ years,0.0,0.0
Sweden,Bioenergy,0-9 years,0.487,22.136363636363637
Sweden,Bioenergy,10-19 years,0.663,30.13636363636364
Sweden,Bioenergy,20-29 years,0.225,10.227272727272728
Sweden,Bioenergy,30-39 years,0.0,0.0
Sweden,Bioenergy,40-49 years,0.155,7.045454545454545
Sweden,Bioenergy,50+ years,0.67,30.454545454545457
Switzerland,Oil and gas,0-9 years,0.0,0.0
Switzerland,Oil and gas,10-19 years,0.055,55.66801619433198
Switzerland,Oil and gas,20-29 years,0.0,0.0
Switzerland,Oil and gas,30-39 years,0.0438,44.33198380566801
Switzerland,Oil and gas,40-49 years,0.0,0.0
Switzerland,Oil and gas,50+ years,0.0,0.0
Switzerland,Utility-scale solar,0-9 years,0.017910111111111113,21.155719778683768
Switzerland,Utility-scale solar,10-19 years,0.06674837037037036,78.84428022131623
Switzerland,Utility-scale solar,20-29 years,0.0,0.0
Switzerland,Utility-scale solar,30-39 years,0.0,0.0
Switzerland,Utility-scale solar,40-49 years,0.0,0.0
Switzerland,Utility-scale solar,50+ years,0.0,0.0
Switzerland,Wind,0-9 years,0.027,62.7906976744186
Switzerland,Wind,10-19 years,0.016,37.2093023255814
Switzerland,Wind,20-29 years,0.0,0.0
Switzerland,Wind,30-39 years,0.0,0.0
Switzerland,Wind,40-49 years,0.0,0.0
Switzerland,Wind,50+ years,0.0,0.0
Switzerland,Hydropower,0-9 years,2.29,17.20510894064613
Switzerland,Hydropower,10-19 years,0.291,2.186326070623591
Switzerland,Hydropower,20-29 years,1.26,9.466566491359881
Switzerland,Hydropower,30-39 years,0.05,0.3756574004507889
Switzerland,Hydropower,40-49 years,1.115,8.377160030052593
Switzerland,Hydropower,50+ years,8.304,62.38918106686702
Switzerland,Nuclear,0-9 years,0.0,0.0
Switzerland,Nuclear,10-19 years,0.0,0.0
Switzerland,Nuclear,20-29 years,0.0,0.0
Switzerland,Nuclear,30-39 years,0.0,0.0
Switzerland,Nuclear,40-49 years,2.335,75.44426494345718
Switzerland,Nuclear,50+ years,0.76,24.55573505654281
Syria,Oil and gas,0-9 years,0.366,5.024366806232411
Syria,Oil and gas,10-19 years,3.1935,43.839659551101654
Syria,Oil and gas,20-29 years,1.086,14.908367080787974
Syria,Oil and gas,30-39 years,2.639,36.22760656187796
Syria,Oil and gas,40-49 years,0.0,0.0
Syria,Oil and gas,50+ years,0.0,0.0
Syria,Utility-scale solar,0-9 years,0.08820499999999999,100.0
Syria,Utility-scale solar,10-19 years,0.0,0.0
Syria,Utility-scale solar,20-29 years,0.0,0.0
Syria,Utility-scale solar,30-39 years,0.0,0.0
Syria,Utility-scale solar,40-49 years,0.0,0.0
Syria,Utility-scale solar,50+ years,0.0,0.0
Syria,Hydropower,0-9 years,0.0,0.0
Syria,Hydropower,10-19 years,0.63,39.74763406940063
Syria,Hydropower,20-29 years,0.0,0.0
Syria,Hydropower,30-39 years,0.075,4.73186119873817
Syria,Hydropower,40-49 years,0.88,55.520504731861195
Syria,Hydropower,50+ years,0.0,0.0
Taiwan,Coal,0-9 years,4.049,22.248475190944557
Taiwan,Coal,10-19 years,0.797,4.3793615033793065
Taiwan,Coal,20-29 years,9.794,53.81614374416177
Taiwan,Coal,30-39 years,3.009,16.533875487664158
Taiwan,Coal,40-49 years,0.55,3.0221440738502117
Taiwan,Coal,50+ years,0.0,0.0
Taiwan,Oil and gas,0-9 years,8.069,35.54312395383666
Taiwan,Oil and gas,10-19 years,4.868,21.443044665668225
Taiwan,Oil and gas,20-29 years,8.907,39.234428684697384
Taiwan,Oil and gas,30-39 years,0.578,2.546031186679588
Taiwan,Oil and gas,40-49 years,0.28,1.2333715091181394
Taiwan,Oil and gas,50+ years,0.0,0.0
Taiwan,Utility-scale solar,0-9 years,3.3803032258064514,93.5912081957323
Taiwan,Utility-scale solar,10-19 years,0.2314710967741935,6.408791804267698
Taiwan,Utility-scale solar,20-29 years,0.0,0.0
Taiwan,Utility-scale solar,30-39 years,0.0,0.0
Taiwan,Utility-scale solar,40-49 years,0.0,0.0
Taiwan,Utility-scale solar,50+ years,0.0,0.0
Taiwan,Wind,0-9 years,2.987,83.7633202467751
Taiwan,Wind,10-19 years,0.456,12.787436904094223
Taiwan,Wind,20-29 years,0.123,3.4492428491306786
Taiwan,Wind,30-39 years,0.0,0.0
Taiwan,Wind,40-49 years,0.0,0.0
Taiwan,Wind,50+ years,0.0,0.0
Taiwan,Hydropower,0-9 years,0.0,0.0
Taiwan,Hydropower,10-19 years,0.429,9.828178694158076
Taiwan,Hydropower,20-29 years,0.432,9.896907216494846
Taiwan,Hydropower,30-39 years,1.672,38.30469644902635
Taiwan,Hydropower,40-49 years,1.0,22.90950744558992
Taiwan,Hydropower,50+ years,0.832,19.060710194730813
Taiwan,Nuclear,0-9 years,0.0,0.0
Taiwan,Nuclear,10-19 years,0.0,0.0
Taiwan,Nuclear,20-29 years,0.0,0.0
Taiwan,Nuclear,30-39 years,0.0,0.0
Taiwan,Nuclear,40-49 years,1.902,100.0
Taiwan,Nuclear,50+ years,0.0,0.0
Taiwan,Bioenergy,0-9 years,0.0,0.0
Taiwan,Bioenergy,10-19 years,0.0,0.0
Taiwan,Bioenergy,20-29 years,0.127,51.00401606425703
Taiwan,Bioenergy,30-39 years,0.074,29.71887550200803
Taiwan,Bioenergy,40-49 years,0.048,19.27710843373494
Taiwan,Bioenergy,50+ years,0.0,0.0
Taiwan,Geothermal,0-9 years,0.0052,100.0
Taiwan,Geothermal,10-19 years,0.0,0.0
Taiwan,Geothermal,20-29 years,0.0,0.0
Taiwan,Geothermal,30-39 years,0.0,0.0
Taiwan,Geothermal,40-49 years,0.0,0.0
Taiwan,Geothermal,50+ years,0.0,0.0
Tajikistan,Coal,0-9 years,0.3,75.0
Tajikistan,Coal,10-19 years,0.1,25.0
Tajikistan,Coal,20-29 years,0.0,0.0
Tajikistan,Coal,30-39 years,0.0,0.0
Tajikistan,Coal,40-49 years,0.0,0.0
Tajikistan,Coal,50+ years,0.0,0.0
Tajikistan,Oil and gas,0-9 years,0.0,0.0
Tajikistan,Oil and gas,10-19 years,0.0,0.0
Tajikistan,Oil and gas,20-29 years,0.0,0.0
Tajikistan,Oil and gas,30-39 years,0.0,0.0
Tajikistan,Oil and gas,40-49 years,0.0,0.0
Tajikistan,Oil and gas,50+ years,0.206,100.0
Tajikistan,Hydropower,0-9 years,1.2,20.847810979847118
Tajikistan,Hydropower,10-19 years,0.89,15.462126476719945
Tajikistan,Hydropower,20-29 years,0.0,0.0
Tajikistan,Hydropower,30-39 years,0.0,0.0
Tajikistan,Hydropower,40-49 years,0.6,10.423905489923559
Tajikistan,Hydropower,50+ years,3.066,53.266157053509374
Tanzania,Oil and gas,0-9 years,0.24,70.58823529411765
Tanzania,Oil and gas,10-19 years,0.0,0.0
Tanzania,Oil and gas,20-29 years,0.1,29.411764705882355
Tanzania,Oil and gas,30-39 years,0.0,0.0
Tanzania,Oil and gas,40-49 years,0.0,0.0
Tanzania,Oil and gas,50+ years,0.0,0.0
Tanzania,Utility-scale solar,0-9 years,0.1353,100.0
Tanzania,Utility-scale solar,10-19 years,0.0,0.0
Tanzania,Utility-scale solar,20-29 years,0.0,0.0
Tanzania,Utility-scale solar,30-39 years,0.0,0.0
Tanzania,Utility-scale solar,40-49 years,0.0,0.0
Tanzania,Utility-scale solar,50+ years,0.0,0.0
Tanzania,Hydropower,0-9 years,2.195,80.60962174072715
Tanzania,Hydropower,10-19 years,0.0,0.0
Tanzania,Hydropower,20-29 years,0.18,6.6103562247521115
Tanzania,Hydropower,30-39 years,0.148,5.435181784796181
Tanzania,Hydropower,40-49 years,0.0,0.0
Tanzania,Hydropower,50+ years,0.2,7.344840249724569
Thailand,Coal,0-9 years,0.805,13.115021179537308
Thailand,Coal,10-19 years,2.522,41.08830237862496
Thailand,Coal,20-29 years,0.806,13.131313131313133
Thailand,Coal,30-39 years,1.855,30.221570544151188
Thailand,Coal,40-49 years,0.15,2.4437927663734116
Thailand,Coal,50+ years,0.0,0.0
Thailand,Oil and gas,0-9 years,17.344099999999997,45.11675818816056
Thailand,Oil and gas,10-19 years,13.3799,34.80478738486111
Thailand,Oil and gas,20-29 years,5.8567,15.234882045225753
Thailand,Oil and gas,30-39 years,1.862,4.843572381752582
Thailand,Oil and gas,40-49 years,0.0,0.0
Thailand,Oil and gas,50+ years,0.0,0.0
Thailand,Utility-scale solar,0-9 years,1.874461386861314,63.04609045461328
Thailand,Utility-scale solar,10-19 years,1.094349,36.80760058677073
Thailand,Utility-scale solar,20-29 years,0.00435,0.1463089586159924
Thailand,Utility-scale solar,30-39 years,0.0,0.0
Thailand,Utility-scale solar,40-49 years,0.0,0.0
Thailand,Utility-scale solar,50+ years,0.0,0.0
Thailand,Wind,0-9 years,1.899,89.70240906943788
Thailand,Wind,10-19 years,0.218,10.297590930562116
Thailand,Wind,20-29 years,0.0,0.0
Thailand,Wind,30-39 years,0.0,0.0
Thailand,Wind,40-49 years,0.0,0.0
Thailand,Wind,50+ years,0.0,0.0
Thailand,Hydropower,0-9 years,0.0,0.0
Thailand,Hydropower,10-19 years,0.0,0.0
Thailand,Hydropower,20-29 years,1.171,32.80112044817927
Thailand,Hydropower,30-39 years,0.376,10.532212885154062
Thailand,Hydropower,40-49 years,0.744,20.840336134453782
Thailand,Hydropower,50+ years,1.279,35.826330532212886
Thailand,Bioenergy,0-9 years,0.07,13.409961685823754
Thailand,Bioenergy,10-19 years,0.261,50.0
Thailand,Bioenergy,20-29 years,0.191,36.59003831417624
Thailand,Bioenergy,30-39 years,0.0,0.0
Thailand,Bioenergy,40-49 years,0.0,0.0
Thailand,Bioenergy,50+ years,0.0,0.0
The Gambia,Utility-scale solar,0-9 years,0.02001,100.0
The Gambia,Utility-scale solar,10-19 years,0.0,0.0
The Gambia,Utility-scale solar,20-29 years,0.0,0.0
The Gambia,Utility-scale solar,30-39 years,0.0,0.0
The Gambia,Utility-scale solar,40-49 years,0.0,0.0
The Gambia,Utility-scale solar,50+ years,0.0,0.0
Timor-Leste,Oil and gas,0-9 years,0.0,0.0
Timor-Leste,Oil and gas,10-19 years,0.255,100.0
Timor-Leste,Oil and gas,20-29 years,0.0,0.0
Timor-Leste,Oil and gas,30-39 years,0.0,0.0
Timor-Leste,Oil and gas,40-49 years,0.0,0.0
Timor-Leste,Oil and gas,50+ years,0.0,0.0
Togo,Oil and gas,0-9 years,0.065,39.39393939393939
Togo,Oil and gas,10-19 years,0.1,60.60606060606061
Togo,Oil and gas,20-29 years,0.0,0.0
Togo,Oil and gas,30-39 years,0.0,0.0
Togo,Oil and gas,40-49 years,0.0,0.0
Togo,Oil and gas,50+ years,0.0,0.0
Togo,Utility-scale solar,0-9 years,0.045899999999999996,100.0
Togo,Utility-scale solar,10-19 years,0.0,0.0
Togo,Utility-scale solar,20-29 years,0.0,0.0
Togo,Utility-scale solar,30-39 years,0.0,0.0
Togo,Utility-scale solar,40-49 years,0.0,0.0
Togo,Utility-scale solar,50+ years,0.0,0.0
Togo,Hydropower,0-9 years,0.0,0.0
Togo,Hydropower,10-19 years,0.0,0.0
Togo,Hydropower,20-29 years,0.0,0.0
Togo,Hydropower,30-39 years,0.066,100.0
Togo,Hydropower,40-49 years,0.0,0.0
Togo,Hydropower,50+ years,0.0,0.0
Tonga,Utility-scale solar,0-9 years,0.0047,100.0
Tonga,Utility-scale solar,10-19 years,0.0,0.0
Tonga,Utility-scale solar,20-29 years,0.0,0.0
Tonga,Utility-scale solar,30-39 years,0.0,0.0
Tonga,Utility-scale solar,40-49 years,0.0,0.0
Tonga,Utility-scale solar,50+ years,0.0,0.0
Tonga,Wind,0-9 years,0.0014,100.0
Tonga,Wind,10-19 years,0.0,0.0
Tonga,Wind,20-29 years,0.0,0.0
Tonga,Wind,30-39 years,0.0,0.0
Tonga,Wind,40-49 years,0.0,0.0
Tonga,Wind,50+ years,0.0,0.0
Trinidad and Tobago,Oil and gas,0-9 years,0.234,11.378002528445007
Trinidad and Tobago,Oil and gas,10-19 years,0.9956,48.40999708256346
Trinidad and Tobago,Oil and gas,20-29 years,0.225,10.940387046581737
Trinidad and Tobago,Oil and gas,30-39 years,0.0,0.0
Trinidad and Tobago,Oil and gas,40-49 years,0.602,29.271613342409804
Trinidad and Tobago,Oil and gas,50+ years,0.0,0.0
Tunisia,Oil and gas,0-9 years,1.324,24.289121262153735
Tunisia,Oil and gas,10-19 years,1.87,34.30563199412951
Tunisia,Oil and gas,20-29 years,1.56,28.618602091359385
Tunisia,Oil and gas,30-39 years,0.357,6.54925701706109
Tunisia,Oil and gas,40-49 years,0.34,6.237387635296276
Tunisia,Oil and gas,50+ years,0.0,0.0
Tunisia,Utility-scale solar,0-9 years,0.033600000000000005,100.0
Tunisia,Utility-scale solar,10-19 years,0.0,0.0
Tunisia,Utility-scale solar,20-29 years,0.0,0.0
Tunisia,Utility-scale solar,30-39 years,0.0,0.0
Tunisia,Utility-scale solar,40-49 years,0.0,0.0
Tunisia,Utility-scale solar,50+ years,0.0,0.0
Tunisia,Wind,0-9 years,0.0,0.0
Tunisia,Wind,10-19 years,0.055,84.61538461538461
Tunisia,Wind,20-29 years,0.01,15.384615384615385
Tunisia,Wind,30-39 years,0.0,0.0
Tunisia,Wind,40-49 years,0.0,0.0
Tunisia,Wind,50+ years,0.0,0.0
Turkmenistan,Oil and gas,0-9 years,2.4,33.86482291519684
Turkmenistan,Oil and gas,10-19 years,2.176,30.70410610977847
Turkmenistan,Oil and gas,20-29 years,0.326,4.599971779314237
Turkmenistan,Oil and gas,30-39 years,1.765,24.904755185551007
Turkmenistan,Oil and gas,40-49 years,0.21,2.9631720050797234
Turkmenistan,Oil and gas,50+ years,0.21,2.9631720050797234
Türkiye,Coal,0-9 years,5.57,27.20629896645371
Türkiye,Coal,10-19 years,6.497199999999999,31.735146435339857
Türkiye,Coal,20-29 years,2.692,13.148897094738487
Türkiye,Coal,30-39 years,3.369,16.455659105562393
Türkiye,Coal,40-49 years,2.045,9.988668112459214
Türkiye,Coal,50+ years,0.3,1.4653302854463397
